TIMESTAMP,TEMPERATURE,DUST,HUMIDITY,PRESSURE
1555459200857,22.2,10,37,997
1555462801076,22.2,9,38,997
1555466400825,22.3,13,38,997
1555470001028,22.2,10,38,996
1555473600505,22.3,12,39,997
1555477200507,22.4,14,39,997
1555480800539,22.7,13,38,998
1555484400732,23.3,14,36,998
1555488000482,22.7,15,38,998
1555491600685,23,15,38,999
1555495200443,23,15,40,999
1555498800452,23.4,14,40,999
1555502400449,23.2,13,39,999
1555506000420,23,11,38,999
1555509600405,23.3,12,36,998
1555513200511,23.3,10,40,998
1555516800433,23.4,8,40,998
1555520400428,23.3,13,44,999
1555524000457,23,14,41,999
1555527600441,22.7,22,41,999
1555531200446,22.9,20,41,1000
1555534800419,22.7,26,39,1000
1555538400410,22.7,26,40,1000
1555542000426,22.6,23,39,1001
1555545600894,22.5,25,39,1001
1555549200997,22.4,25,39,1001
1555552800751,22.2,24,39,1001
1555556401109,22.1,20,39,1001
1555560000724,22.2,24,39,1002
1555563600481,22.3,23,38,1003
1555567200690,26,26,32,1003
1555570800558,28.8,25,29,1003
1555574400713,30.1,23,27,1004
1555578000703,29.6,19,27,1004
1555581601247,27.5,20,30,1003
1555585200880,25.2,18,34,1003
1555588800529,24.6,15,35,1003
1555592400966,24.3,13,34,1003
1555596000430,24.2,14,33,1003
1555599600513,24.3,22,36,1003
1555603200704,24.5,13,35,1003
1555606800464,21.7,15,31,1003
1555610400399,23.4,17,35,1003
1555614001137,23.4,18,36,1003
1555617600951,23.8,16,40,1003
1555621200713,23.9,22,40,1003
1555624801098,23.6,26,39,1004
1555628400880,23.3,31,39,1004
1555632000405,23.2,38,38,1004
1555635600497,23.1,43,38,1004
1555639200498,23,46,38,1004
1555642800907,22.9,48,38,1004
1555646401039,22.9,51,38,1004
1555650000819,23.1,58,38,1004
1555653601203,26.7,60,36,1005
1555657201005,29.1,54,32,1005
1555660800690,31.1,46,28,1005
1555664401211,31.4,38,27,1004
1555668000430,28,34,30,1004
1555671600434,25.8,29,35,1004
1555675201134,25.3,26,36,1004
1555678800964,23.3,8,23,1003
1555682400777,23.7,8,24,1003
1555686001138,23.9,8,24,1003
1555689600550,23.8,6,24,1002
1555693200703,23.9,10,27,1002
1555696800465,23.3,11,30,1003
1555700400524,22.7,25,33,1003
1555704000695,22.1,25,34,1003
1555707600491,24.2,20,35,1003
1555711200590,24.3,18,36,1003
1555714800552,23.7,23,36,1003
1555718400817,23.5,19,36,1003
1555722000446,23.3,22,36,1003
1555725600692,23.2,24,36,1003
1555729200439,23.1,23,36,1003
1555732800848,23.1,25,36,1003
1555736401022,23.5,28,37,1003
1555740000835,27.7,27,32,1003
1555743600983,30.6,21,29,1003
1555747200663,31.2,27,27,1002
1555750800507,31.7,27,27,1002
1555754400538,28.8,21,30,1001
1555758000743,26.7,16,33,1001
1555761600411,25.6,9,23,1000
1555765200438,25.4,11,22,999
1555768800432,25.9,6,20,999
1555772400462,26,3,25,998
1555776000421,25.9,3,27,998
1555779600376,25.4,3,30,998
1555783200435,24.9,4,29,998
1555786800474,24.6,6,32,999
1555790400445,24.4,6,34,999
1555794000894,24.6,7,33,999
1555797600993,24.1,11,31,998
1555801200807,24,9,32,998
1555804800994,23.8,8,33,998
1555808400532,23.7,8,33,997
1555812000481,23.7,11,34,997
1555815600425,23.6,18,34,997
1555819200507,23.5,22,34,997
1555822800577,24.5,19,35,997
1555826400445,28.1,18,31,997
1555830000432,30,16,29,997
1555833600541,30.7,16,29,996
1555837200414,30.5,10,30,996
1555840800450,29.1,9,30,996
1555844400379,26.6,10,34,995
1555848000420,26,8,35,995
1555851600368,25.9,6,35,994
1555855200468,25.9,5,35,993
1555858800433,25.7,4,33,993
1555862400453,25.5,3,33,992
1555866001258,25.5,4,33,992
1555869600657,25.4,4,35,992
1555873200880,25.2,9,33,992
1555876800522,25.5,11,34,991
1555880400536,25.1,10,34,991
1555884000423,24.7,15,34,990
1555887600758,24.6,17,34,990
1555891200647,24.6,17,34,990
1555894800476,24.5,18,34,990
1555898400400,24.5,19,34,989
1555902000501,24.5,22,34,989
1555905600687,24.4,20,34,989
1555909200554,24.5,19,35,989
1555912800492,25.6,14,35,990
1555916400422,26.1,18,36,990
1555920000410,25.1,16,36,991
1555923600491,25.1,12,38,992
1555927200473,25.9,11,37,992
1555930800483,25.5,7,37,992
1555934400459,25.6,10,41,992
1555938000679,25.1,9,42,992
1555941600373,24.9,10,41,992
1555945200387,24.9,11,41,991
1555948800394,25.1,10,41,991
1555952400397,25.2,10,41,991
1555956000466,25,10,41,992
1555959600428,24.7,14,36,992
1555963200865,24.8,13,37,992
1555966801028,24.6,12,39,992
1555970400634,24.4,15,39,992
1555974001090,24.3,12,39,991
1555977600675,24.2,12,38,991
1555981200497,24.1,10,38,991
1555984800517,24.1,12,37,991
1555988400491,23.9,11,37,990
1555992000471,24,9,37,990
1555995600794,24.3,9,37,990
1555999200427,26.1,8,36,990
1556002800578,28.4,9,32,990
1556006400478,29.2,8,31,990
1556010000630,29.7,6,30,990
1556013600396,28.9,9,32,990
1556017200492,27,9,35,990
1556020800443,26.3,18,33,990
1556024400444,25.9,20,31,990
1556028000500,25.7,17,31,989
1556031600391,25.5,14,34,989
1556035200464,25.2,19,33,989
1556038800404,24.8,18,33,989
1556042400439,24.9,14,33,989
1556046000427,24.6,20,33,989
1556049600449,24.5,16,33,989
1556053200444,24.5,17,34,989
1556056800847,24.4,13,34,989
1556060400884,24.4,11,35,989
1556064000741,24.3,12,35,989
1556067601062,24.3,10,35,988
1556071200682,24.3,11,35,988
1556074800466,24.2,9,36,988
1556078400517,24.3,10,37,988
1556082000503,24.4,13,37,988
1575802800981,23.3,3,45,985
1575806401199,23.3,4,44,984
1575810000804,23.4,3,44,982
1575813601015,23.4,9,48,981
1575817201102,23.3,10,46,981
1575820800765,23.4,12,45,980
1575824400871,23.3,7,44,979
1575828001384,23.4,9,43,979
1575831601524,23.4,9,42,979
1575835201083,23.4,11,42,979
1575838800841,23.4,9,44,979
1575842400989,23.4,15,44,979
1575846001283,23.4,12,44,978
1575849601071,23.4,9,43,978
1575853200529,23.4,11,43,978
1575856801231,23.3,6,43,978
1575860400667,23.4,6,43,977
1575864000843,23.3,6,43,978
1575867600928,23.4,9,44,978
1575871200970,23.4,10,44,978
1575874800575,23.4,10,44,978
1575878401006,23.5,12,44,979
1575882001095,23.5,9,43,979
1575885600992,23.6,12,43,979
1575889200572,23.7,13,44,979
1575892800523,23.7,15,49,979
1575896401339,23.6,13,47,979
1575900000656,23.6,10,46,979
1575903600645,23.6,10,45,979
1575907200572,23.6,10,46,980
1575910801033,23.6,9,45,980
1575914400662,23.6,11,45,980
1575918000845,23.6,14,44,980
1575921600650,23.5,21,44,981
1575925200566,23.4,24,44,981
1575928800720,23.4,26,44,982
1575932401294,23.4,29,45,982
1575936001357,23.4,37,44,982
1575939600871,23.3,37,44,983
1575943200795,23.3,37,43,983
1575946800863,23.3,45,43,984
1575950401058,23.2,36,43,985
1575954000911,23.2,38,43,986
1575957600780,23.1,28,43,987
1575961200595,23.1,21,43,988
1575964800723,23.2,19,42,989
1575968400864,23.3,14,43,991
1575972000507,23.5,10,41,991
1575975601012,23.3,5,40,992
1575979201264,23.3,6,40,993
1575982801303,23.2,2,39,994
1575986401231,23.1,4,39,994
1575990000918,23,2,38,995
1575993600869,23,4,38,996
1575997201400,22.9,5,38,996
1576000800828,23,7,39,997
1576004401059,23.1,7,38,997
1576008000995,23.2,6,38,997
1576011600650,23,6,38,998
1576015200517,22.9,8,39,998
1576018800545,22.6,11,38,997
1576022400480,22.6,12,39,997
1576026000486,22.6,16,39,997
1576029600730,22.5,22,39,996
1576033201038,22.5,25,38,996
1576036800741,22.4,19,38,996
1576040400812,22.5,28,38,995
1576044000916,22.5,33,42,995
1576047600599,22.4,37,39,995
1576051200490,22.5,36,38,994
1576054800894,22.6,32,37,994
1576058400885,22.6,36,37,993
1576062000867,22.6,26,36,992
1576065600855,22.5,25,36,991
1576069200586,22.6,21,36,990
1576072801038,22.4,16,35,989
1576076400629,22.5,13,35,988
1576080000762,22.4,10,36,988
1576083601018,22.5,14,36,987
1576087200522,22.7,17,37,986
1576090800953,22.7,22,37,986
1576094400664,22.8,22,39,985
1576098000845,22.7,30,40,985
1576101600998,22.6,35,40,984
1576105200574,22.5,40,38,984
1576108800786,22.5,41,38,983
1576112401098,22.4,43,37,983
1576116000988,22.4,56,36,982
1576119600573,22.4,48,36,982
1576123200552,22.4,56,36,981
1576126800547,22.4,58,35,981
1576130401176,22.5,49,37,981
1576134000725,22.6,51,35,981
1576137601049,22.6,42,35,981
1576141200516,22.7,51,34,981
1576144800467,22.8,51,34,981
1576148400577,22.9,42,34,981
1576152000614,22.9,45,34,980
1576155601018,22.9,35,34,980
1576159200807,22.8,28,35,980
1576162800973,22.8,37,34,980
1576166400980,22.8,38,34,979
1576170000489,22.8,52,34,979
1576173600556,22.8,56,35,978
1576177200558,22.9,77,36,978
1576180800975,22.8,78,36,977
1576184400841,22.9,85,37,976
1576188000729,22.8,81,37,976
1576191600936,22.8,68,37,974
1576195200552,22.8,68,37,973
1576198800676,22.8,68,37,972
1576202400891,22.8,56,37,971
1576206001112,22.8,57,37,970
1576209600708,22.8,48,37,969
1576213200808,22.9,46,38,968
1576216800749,22.9,36,40,967
1576220400981,22.8,24,39,966
1576224000882,23,17,39,966
1576227600542,23,11,38,965
1576231200860,23.3,25,37,964
1576234800750,23.3,21,38,963
1576238400877,23.2,14,38,963
1576242001142,23.2,9,37,962
1576245600578,23.1,6,37,962
1576249200964,23,6,36,962
1576252800590,23,5,36,963
1576256400573,22.9,5,36,964
1576260000900,22.8,4,36,964
1576263600471,22.9,6,36,965
1576267200631,22.9,6,38,965
1576270800877,23.1,5,37,966
1576274401139,23.1,4,37,967
1576278000878,23,6,40,967
1576281600999,22.9,5,39,967
1576285200651,22.8,4,39,968
1576288800493,22.8,5,39,967
1576292400477,22.7,5,38,967
1576296000548,22.8,4,38,968
1576299600502,22.7,7,38,968
1576303201676,22.9,7,38,968
1576306800933,22.9,9,38,969
1576310401043,23.1,8,38,969
1576314001450,23.1,8,38,970
1576317600642,23.3,7,38,969
1576321200683,23.3,7,38,969
1576324800535,23.3,6,38,969
1576328400870,23.3,4,38,969
1576332000582,23.4,5,41,969
1576335600918,23.4,5,40,969
1576339200563,23.4,6,40,970
1576342800942,23.4,5,43,971
1576346401308,23.3,2,40,972
1576350001056,23.3,4,40,974
1576353601171,23.3,6,41,975
1576357201514,23.3,8,41,976
1576360801076,23.3,8,40,977
1576364400713,23.2,7,40,978
1576368001052,23.1,5,39,977
1576371600809,23.1,2,39,978
1576375201014,23.1,3,39,978
1576378800880,23.1,3,39,979
1576382401119,23.2,0,38,980
1576386000711,23.1,2,38,981
1576389601228,23,1,38,981
1576393201115,23,1,38,982
1576396800618,23,2,38,982
1576400400912,23.3,3,39,982
1576404000750,23.3,3,40,981
1576407600915,23.3,3,40,980
